age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,33.3,2,2,3,NHL,7,0,1993-94,0,6,2,,0,8,,DET,4
22,,9.7,3,2,3,NHL,18,0,1994-95,0,31,3,,0,14,,DET,5
23,,10.0,3,2,-2,NHL,19,0,1995-96,1,30,3,,0,20,,DET,5
24,SC,8.8,3,4,1,NHL,0,0,1996-97,2,34,3,,0,34,,DET,7
25,SC,6.5,3,8,9,NHL,0,0,1997-98,1,46,3,,0,34,,DET,11
26,,6.7,1,1,-1,NHL,10,0,1998-99,0,15,1,131,0,23,,DET,2
27,,0.0,0,1,3,NHL,9,0,1999-00,0,7,0,127,0,12,,DET,1
28,,10.0,1,0,1,NHL,6,0,2000-01,0,10,1,79,0,2,,DET,1
29,SC,15.4,4,4,5,NHL,0,0,2001-02,1,26,4,312,0,34,,DET,8
30,,0.0,0,0,-3,NHL,4,0,2002-03,0,9,0,63,0,6,,DET,0
31,,0.0,0,1,0,NHL,12,0,2003-04,0,15,0,138,0,7,,DET,1
33,,28.6,2,0,1,NHL,7,0,2005-06,1,7,2,69,0,15,,CGY,2
35,SC,7.1,1,1,1,NHL,17,0,2007-08,0,14,1,108,0,19,23,DET,2
