year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,17,0,0,1,-2,OHL,3,Windsor Spitfires,1
2004-05,18,4,4,5,-1,OHL,11,Windsor Spitfires,9
2005-06,19,3,0,8,-4,OHL,7,Windsor Spitfires,11
2005-06,19,0,0,1,1,AHL,10,Milwaukee Admirals,1
2006-07,20,1,0,2,0,AHL,4,Milwaukee Admirals,3
2007-08,21,1,0,2,-3,AHL,6,Milwaukee Admirals,3
2008-09,22,2,0,6,2,AHL,11,Milwaukee Admirals,8
2011-12,25,5,0,4,2,AHL,12,Wilkes-Barre Penguins,9
2012-13,26,2,2,2,0,KHL,7,Metallurg Magnitogorsk,4
2014-15,28,2,4,17,11,AHL,23,Utica Comets,19
2016-17,30,0,0,1,-4,AHL,2,Toronto Marlies,1
