giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,2,0,24,0,0,0,0,0,0,11,WSH,0,0,[],0,0,0,-1,0,0,0,2003-04,0,5:32,0,2,0,0
0,NHL,3,0,26,0,0,1,0,0,0,17,WSH,0,0,[],0.0,0,0,0,0,0,0,2005-06,0,5:32,0,0,0,0
0,NHL,2,0,29,0,4,4,0,0,0,16,WSH,0,0,[],0.0,0,0,0,0,0,0,2008-09,0,8:03,0,0,0,0
