goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1989-90,70,1113,0,0,0,0,0,0,Poldi Kladno,0,0,0,3.77,16,Czech,0,0,24,0,0,0
0,0,0,1990-91,98,2122,0,0,0,0,0,0,Poldi Kladno,0,0,0,2.77,17,Czech,0,0,40,0,0,0
0,0,0,1990-91,14,269,0,0,0,0,0,0,Czechoslovakia,1,0,0,3.12,17,WJC-A,0,0,5,0,4,1
0,0,0,1991-92,128,2066,0,0,0,0,0,0,Poldi Kladno,0,0,0,3.72,18,Czech,0,0,38,0,0,0
0,0,0,1991-92,20,329,0,0,0,0,0,0,Czechoslovakia,0,0,0,3.65,18,WJC-A,0,0,6,0,0,0
0,0,0,1992-93,206,3679,2,0,0,0,0,0,Swift Current Broncos,2,0,0,3.36,19,WHL,0,0,65,0,46,12
0,0,0,1993-94,25,378,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,3.97,20,IHL,0,0,8,0,5,1
0,0,0,1993-94,155,2299,5,0,0,0,0,0,Richmond Renegades,4,0,0,4.05,20,ECHL,0,0,43,0,18,16
0,0,0,1994-95,47,798,1,0,0,0,0,0,Denver Grizzlies,1,0,0,3.53,21,IHL,0,0,15,0,9,4
0,0,0,1995-96,93,1959,0,0,0,0,0,0,HC Poldi Kladno,1,0,0,2.85,22,CzRep,0,0,33,0,0,0
0,0,0,1996-97,120,2736,0,0,0,0,0,0,HC Poldi Kladno,4,0,0,2.63,23,CzRep,0,0,48,0,0,0
0,0,0,1996-97,3,60,0,0,0,0,0,0,Czech Republic,0,0,0,3.00,23,WC-A,0,0,1,0,1,0
0,0,0,1997-98,99,2847,0,0,0,0,0,0,HC Sparta Praha,0,0,0,2.09,24,CzRep,0,0,49,0,0,0
0,0,0,1997-98,10,430,2,0,0,0,0,0,Czech Republic,2,0,0,1.40,24,WC-A,0,0,8,0,4,1
0,0,0,1998-99,109,2877,0,12,0,0,0,0,HC Sparta Praha,0,0,0,2.27,25,CzRep,0,0,50,0,0,0
0,0,0,1998-99,16,429,0,0,0,0,0,0,Czech Republic,1,0,0,2.24,25,WC-A,0,0,9,0,0,0
0,0,0,1999-00,71,1979,0,0,0,916,987,2,Hartford Wolf Pack,5,0,0,2.15,26,AHL,.928,0,36,2,22,11
0,0,0,2000-01,13,541,1,0,0,0,0,0,Czech Republic,1,0,0,1.44,27,WC-A,0,0,9,0,8,0
0,0,0,2001-02,9,299,0,0,0,0,0,0,Czech Republic,1,0,0,1.81,28,WC-A,0,0,5,0,0,0
0,0,0,2002-03,33,838,1,0,0,390,423,0,Chicago Wolves,1,0,0,2.36,29,AHL,.922,0,15,0,11,2
0,0,0,2003-04,44,1022,0,0,0,434,478,1,Manchester Monarchs,1,0,0,2.58,30,AHL,.908,0,20,1,8,10
0,0,0,2004-05,106,2740,0,33,0,0,0,1,HC Bili Tygri Liberec,5,0,0,2.32,31,CzRep,0,0,46,1,0,0
0,0,0,2004-05,0,60,0,0,0,16,16,0,Czech Republic,1,0,0,0.00,31,WC-A,1.000,0,1,0,1,0
0,0,0,2005-06,75,2644,0,31,0,0,0,2,HC Bili Tygri Liberec,6,0,0,1.70,32,CzRep,0,0,45,2,0,0
0,0,0,2005-06,6,128,0,0,0,0,0,0,Czech Republic,0,0,0,2.81,32,Olympics,0,0,3,0,0,0
0,0,0,2005-06,24,548,2,0,0,0,0,0,Czech Republic,0,0,0,2.63,32,WC-A,0,0,9,0,5,2
0,0,0,2006-07,73,2370,0,4,0,0,0,0,HC Bili Tygri Liberec,4,0,0,1.85,33,CzRep,0,0,40,0,0,0
0,0,0,2007-08,30,890,0,10,0,0,0,0,HC Bili Tygri Liberec,2,0,0,2.02,34,CzRep,0,0,15,0,0,0
0,0,0,2007-08,18,559,0,4,0,0,0,0,Salavat Yulayev Ufa,1,0,0,1.93,34,Russia,0,0,9,0,0,0
0,0,0,2007-08,16,371,0,0,0,115,131,0,Czech Republic,1,0,0,2.59,34,WC-A,.878,0,6,0,3,3
0,0,0,2008-09,66,1243,0,2,0,0,0,0,HC Bili Tygri Liberec,0,0,0,3.19,35,CzRep,0,0,22,0,0,0
0,0,0,2009-10,13,178,0,0,0,0,0,0,HC Slavia Praha,0,0,0,4.38,36,CzRep,0,0,3,0,0,0
