goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.2,0,0,1999-00,[],5,86,0,0,0,39,44,0,NYR,0,0,0,3.49,26,NHL,.886,0,2,0,0,1
114,4.4,-13.00,0,2000-01,[],105,1879,2,4,0,846,951,0,ATL,2,0,0,3.35,27,NHL,.890,0,36,0,12,19
99,12.2,1.44,0,2001-02,[],179,3367,10,8,0,1777,1956,2,ATL,3,0,0,3.19,28,NHL,.908,0,60,2,13,33
118,2.6,-9.85,0,2002-03,[],65,1097,1,2,0,540,605,0,ATL,0,0,0,3.56,29,NHL,.893,0,21,0,4,13
0,0.1,0,0,2003-04,[],5,80,0,0,0,37,42,0,LAK,0,0,0,3.75,30,NHL,.881,0,2,0,0,1
