average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,0,0,0,0,0,0,1966-67,DET,0,0,[],0,,1
,9,1,0,NHL,22,1,8,2,43,7,0,0,1,1967-68,STL,7,2,[],16.3,,32
,16,1,0,NHL,23,5,40,-8,123,9,2,0,0,1968-69,STL,11,5,[],8.9,,72
,20,2,1,NHL,25,6,32,-11,86,13,0,0,0,1970-71,STL,14,6,[],16.3,,78
,3,0,0,NHL,26,1,11,-1,32,2,0,0,0,1971-72,MNS,2,1,[],6.3,,64
,33,2,0,NHL,27,11,27,-38,144,17,2,1,2,1972-73,NYI,19,14,[],13.2,,72
,29,2,0,NHL,28,12,28,-15,121,13,2,2,0,1973-74,NYI,15,14,[],12.4,,0
,24,1,0,NHL,29,13,16,2,117,10,1,0,0,1974-75,TOT,11,13,[],9.4,,77
,7,0,0,NHL,29,6,4,-3,52,1,0,0,0,1974-75,NYI,1,6,[],1.9,,37
,17,1,0,NHL,29,7,12,5,65,9,1,0,0,1974-75,MNS,10,7,[],15.4,,40
,18,0,0,NHL,30,8,34,-27,73,7,1,0,2,1975-76,MNS,8,10,[],11.0,,78
