shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.9,1970-71,62,21,,0,202,4,15,-36,25,CGS,22,23,1,NHL,0,,78,47,[],7
9.9,1971-72,55,9,,0,111,3,8,-13,12,CGS,11,24,2,NHL,0,,68,23,[],3
11.5,1972-73,37,12,,0,122,11,12,-2,23,TOT,14,25,2,NHL,0,,59,37,[],2
11.7,1972-73,37,12,,0,120,11,12,-2,23,ATF,14,25,2,NHL,0,,58,37,[],2
0.0,1972-73,0,0,,0,2,0,0,0,0,NYI,0,25,0,NHL,0,,1,0,[],0
9.0,1973-74,26,6,,0,67,1,4,-19,7,NYI,6,26,1,NHL,0,,55,13,[],2
13.0,1974-75,91,18,,0,131,1,10,-19,19,TOT,17,27,1,NHL,0,,62,36,[],7
11.8,1974-75,40,6,,0,17,0,2,7,6,NYI,2,27,0,NHL,0,,20,8,[],0
13.2,1974-75,51,12,,0,114,1,8,-26,13,MNS,15,27,1,NHL,0,,42,28,[],7
12.4,1975-76,77,11,,0,185,8,17,-31,19,MNS,23,28,4,NHL,0,,0,42,[],6
16.1,1976-77,41,13,,0,186,7,20,-32,20,MNS,30,29,5,NHL,0,,77,50,[],10
15.0,1977-78,18,14,,0,60,1,8,7,15,LAK,9,30,2,NHL,0,,41,24,[],1
