assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Barrie Colts,3,2002-03,24,5,10,17,4,OHL
26,3 Teams,11,2002-03,55,37,69,17,0,ON-Jr.A
8,Couchiching Terriers,5,2002-03,11,13,2,17,0,ON-Jr.A
10,Peterborough Bees,3,2002-03,27,13,43,17,0,ON-Jr.A
8,Trenton Sting,3,2002-03,17,11,24,17,0,ON-Jr.A
5,Kingston Voyageurs,1,2003-04,14,6,23,18,0,ON-Jr.A
10,Barrie Colts,17,2003-04,46,27,21,18,5,OHL
11,Barrie Colts,13,2004-05,37,24,6,19,10,OHL
26,Barrie Colts,46,2005-06,63,72,58,20,12,OHL
9,Houston Aeros,7,2006-07,62,16,36,21,-8,AHL
19,Houston Aeros,20,2007-08,72,39,38,22,13,AHL
10,2 Teams,15,2008-09,65,25,57,23,-11,AHL
4,Houston Aeros,8,2008-09,29,12,24,23,-13,AHL
6,Toronto Marlies,7,2008-09,36,13,33,23,2,AHL
9,Toronto Marlies,16,2009-10,47,25,37,24,-3,AHL
13,Toronto Marlies,16,2010-11,45,29,21,25,5,AHL
26,Toronto Marlies,25,2011-12,74,51,36,26,5,AHL
18,Toronto Marlies,30,2012-13,56,48,31,27,3,AHL
9,Oklahoma City Barons,7,2013-14,30,16,26,28,-1,AHL
19,Oklahoma City Barons,18,2014-15,43,37,15,29,9,AHL
