shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,2011-12,2,1,26,0,0,1,1,0,0,-1,1,TOR,0,2,0,26,0,NHL,0,0,13:08,5,2,0,1,[],0
0.0,14,2012-13,0,2,109,0,1,10,6,0,0,1,2,TOR,0,1,22.2,27,0,NHL,0,7,10:51,22,10,4,2,[],0
0,0,2013-14,0,0,20,0,1,4,0,0,0,-2,0,EDM,0,0,0,28,0,NHL,0,1,10:02,3,2,0,0,[],0
8.3,3,2014-15,6,1,211,0,3,20,12,0,0,-8,1,EDM,1,2,25.0,29,0,NHL,0,13,13:13,27,16,1,2,[],1
