assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1990-91,44,13,8,Kanata Valley Lasers,16,8,0,ON-Jr.A
8,1991-92,58,19,11,Ottawa 67\'s,17,14,0,OHL
23,1992-93,66,52,29,Ottawa 67\'s,18,33,0,OHL
49,1993-94,62,84,35,Ottawa 67\'s,19,63,0,OHL
19,1994-95,29,41,22,Ottawa 67\'s,20,41,0,OHL
0,1994-95,7,0,0,Canada,20,6,0,WJC-A
2,1994-95,5,2,0,Kansas City Blades,20,7,0,IHL
0,1995-96,4,0,0,Kansas City Blades,21,8,0,IHL
3,1996-97,3,4,1,Kentucky Thoroughblades,22,18,0,AHL
1,1996-97,10,1,0,Canada,22,31,0,WC-A
3,2004-05,12,8,5,HC Geneve-Servette,30,30,0,Swiss
