age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,20.0,1,0,-2,NHL,4,0,1970-71,0,5,1,,0,0,,PHI,1
23,,9.7,1,4,-2,NHL,10,0,1972-73,1,31,3,,2,2,,PHI,7
24,SC,17.8,8,9,0,NHL,0,0,1973-74,0,73,0,,0,20,,PHI,0
25,SC,17.7,7,9,0,NHL,0,0,1974-75,1,62,11,,4,8,,PHI,0
27,,10.5,2,9,1,NHL,10,0,1976-77,1,38,4,,2,2,,PHI,13
28,,15.9,4,9,1,NHL,12,0,1977-78,0,44,7,,3,4,,PHI,16
29,,0.0,0,1,-5,NHL,7,0,1978-79,0,10,0,,0,0,,PHI,1
30,,20.0,8,6,1,NHL,19,0,1979-80,1,45,9,,1,2,,PHI,15
31,,20.8,1,5,-1,NHL,12,0,1980-81,0,24,5,,4,0,,PHI,10
32,,7.1,1,1,-4,NHL,5,0,1981-82,0,14,1,,0,0,,PIT,2
34,,0.0,0,0,0,NHL,1,0,1983-84,0,1,0,,0,0,,DET,0
