age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0.0,0,1,0,NHL,3,0,1991-92,0,4,0,,0,4,,DET,1
20,,0.0,0,0,0,NHL,4,0,1993-94,0,2,0,,0,6,,DET,0
21,,0,0,1,1,NHL,2,0,1994-95,0,0,0,,0,8,,DET,1
22,,6.7,1,2,2,NHL,11,0,1995-96,0,15,1,,0,12,,DET,3
23,SC,13.8,3,8,8,NHL,0,0,1996-97,1,29,4,,1,60,,DET,12
24,SC,16.4,6,6,6,NHL,21,1,1997-98,1,55,9,,2,20,,DET,15
25,,0.0,0,2,0,NHL,10,0,1998-99,0,14,0,117,0,20,,DET,2
26,,25.0,1,1,-1,NHL,9,0,1999-00,1,12,3,130,2,20,,DET,4
27,,0.0,0,1,-4,NHL,6,0,2000-01,0,9,0,101,0,8,,DET,1
28,,9.1,0,2,-2,NHL,6,0,2001-02,1,11,1,102,1,12,,BOS,3
29,,16.7,1,0,-2,NHL,5,0,2002-03,0,6,1,73,0,14,,BOS,1
30,,0.0,0,0,-2,NHL,7,0,2003-04,0,7,0,107,0,14,,BOS,0
34,,0.0,0,0,-1,NHL,4,0,2007-08,0,6,0,33,0,4,10,OTT,0
