year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,24,0,4,0,0,Slovakia,2,HC Slovan Harvard Bratislava,0
2000-01,26,2,35,1,0,CzRep,14,HC Slovnaft Vsetin,3
2001-02,27,1,8,2,0,Russia,9,Lokomotiv Yaroslavl,3
2002-03,28,2,8,3,0,Finland,13,HPK Hameenlinna,5
2005-06,31,0,4,2,0,Russia,7,CSKA Moscow,2
2006-07,32,0,30,2,0,Russia,12,CSKA Moscow,2
2007-08,33,2,16,4,0,Russia,13,Metallurg Magnitogorsk,6
2009-10,35,4,26,9,0,KHL,22,HK MVD Moscow Region,13
2010-11,36,0,2,2,0,KHL,3,OHK Dynamo Moscow,2
2012-13,38,3,49,5,0,Slovakia,15,HC Kosice,8
