year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2006-07,15,0,0,0,0,Swe-U18,3,Djurgardens IF Stockholm U18,0
2007-08,16,0,0,0,0,SEL,0,Djurgardens IF Stockholm,0
2007-08,16,0,4,6,0,Swe-U18,6,Djurgardens IF Stockholm U18,6
2007-08,16,2,8,3,0,Swe-Jr.,7,Djurgardens IF Stockholm Jr.,5
2008-09,17,0,0,0,0,SEL,0,Djurgardens IF Stockholm,0
2008-09,17,1,4,3,0,Swe-Jr.,6,Djurgardens IF Stockholm Jr.,4
2008-09,17,0,0,0,0,Swe-U18,1,Djurgardens IF Stockholm U18,0
2009-10,18,3,4,2,0,SEL,14,Djurgardens IF Stockholm,5
2009-10,18,3,4,2,0,Sweden,14,Djurgardens IF Stockholm,5
2010-11,19,0,0,0,0,AHL,0,Albany Devils,0
2011-12,20,0,0,0,0,AHL,0,Albany Devils,0
2012-13,21,0,0,0,0,AHL,0,Albany Devils,0
