pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Camrose Kodiaks,2,0,2,AJHL,5,1998-99,17,0
0,Seattle Thunderbirds,0,0,0,WHL,1,1998-99,17,0
0,Seattle Thunderbirds,0,0,0,WHL,1,1999-00,18,0
25,Kootenay Ice,0,2,0,WHL,11,2000-01,19,0
38,Kootenay Ice,6,6,6,WHL,22,2001-02,20,0
0,Kootenay Ice,0,0,0,M-Cup,4,2001-02,20,0
24,Kootenay Ice,1,-5,2,WHL,11,2002-03,21,1
2,Lowell Lock Monsters,0,-2,0,AHL,5,2004-05,23,0
21,Worcester Sharks,1,-1,1,AHL,5,2006-07,25,0
6,Peoria Rivermen,0,0,0,AHL,4,2010-11,29,0
36,Grand Rapids Griffins,6,10,8,AHL,24,2012-13,31,2
