pim,team,assists,plus_minus,points,league,games_played,year,age,goals
98,Camrose Kodiaks,6,0,7,AJHL,47,1998-99,17,1
40,Seattle Thunderbirds,2,0,3,WHL,52,1999-00,18,1
130,2 Teams,7,2,10,WHL,66,2000-01,19,3
25,Seattle,0,-5,1,WHL,11,2000-01,19,1
105,Kootenay Ice,7,7,9,WHL,55,2000-01,19,2
121,Kootenay Ice,3,6,5,WHL,72,2001-02,20,2
182,Kootenay Ice,17,2,23,WHL,67,2002-03,21,6
65,Lowell Lock Monsters,9,3,10,AHL,64,2003-04,22,1
79,Lowell Lock Monsters,7,1,7,AHL,51,2004-05,23,0
198,Binghamton Senators,6,-5,9,AHL,70,2005-06,24,3
170,Worcester Sharks,14,23,16,AHL,75,2006-07,25,2
211,Worcester Sharks,13,0,14,AHL,80,2007-08,26,1
189,Iowa Chops,14,1,15,AHL,75,2008-09,27,1
199,Toronto Marlies,7,-7,8,AHL,79,2009-10,28,1
113,Peoria Rivermen,11,-3,14,AHL,66,2010-11,29,3
125,Peoria Rivermen,5,1,7,AHL,76,2011-12,30,2
148,Grand Rapids Griffins,7,9,7,AHL,76,2012-13,31,0
