average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,7,0,0,NHL,21,0,6,0,0,0,0,0,0,1939-40,NYA,4,3,[],0,,10
,13,0,0,NHL,22,0,51,0,0,0,0,0,0,1940-41,NYA,4,9,[],0,,39
,28,0,0,NHL,23,0,0,0,0,0,0,0,0,1941-42,BRO,8,20,"[{'link': '/awards/nhl_all_star.html#1942', 'name': None}]",0,,48
,43,0,0,NHL,25,0,95,0,0,0,0,0,0,1943-44,TOT,15,28,[],0,,48
,19,0,0,NHL,25,0,40,0,0,0,0,0,0,1943-44,DET,4,15,[],0,,23
,24,0,0,NHL,25,0,55,0,0,0,0,0,0,1943-44,BOS,11,13,[],0,,25
,22,0,0,NHL,26,0,0,0,0,0,0,0,0,1944-45,BOS,7,15,[],0,,48
,18,0,0,NHL,27,0,32,0,0,0,0,0,0,1945-46,BOS,8,10,[],0,,41
,25,0,0,NHL,28,0,89,0,0,0,0,0,0,1946-47,BOS,7,18,[],0,,60
,19,0,0,NHL,29,0,81,0,0,0,0,0,0,1947-48,BOS,8,11,[],0,,60
,24,0,0,NHL,30,0,92,0,0,0,0,0,0,1948-49,BOS,6,18,[],0,,0
,16,0,0,NHL,31,0,50,0,0,0,0,0,0,1949-50,NYR,5,11,[],0,,70
,15,0,0,NHL,32,0,70,0,0,0,0,0,0,1950-51,NYR,5,10,[],0,,0
