year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2002-03,22,1,68,1,0,QSPHL,10,St. Jean Mission,2
2002-03,22,2,279,1,-6,UHL,54,Muskegon Fury,3
2003-04,23,0,0,0,0,AHL,3,Hartford Wolf Pack,0
2003-04,23,1,217,4,-17,ECHL,61,Charlotte Checkers,5
2003-04,23,0,18,2,0,WHA2,6,Jacksonville Barracudas,2
2004-05,24,1,207,1,0,AHL,27,Hartford Wolf Pack,2
2004-05,24,1,214,4,0,ECHL,46,Charlotte Checkers,5
2005-06,25,3,238,2,-26,ECHL,61,Charlotte Checkers,5
2006-07,26,2,168,1,-1,UHL,46,Quad City Mallards,3
2007-08,27,2,213,3,-6,AHL,62,Providence Bruins,5
2009-10,29,0,86,2,-2,AHL,34,Rochester Americans,2
2011-12,31,1,59,0,-3,AHL,24,Wilkes-Barre Penguins,1
2012-13,32,0,70,0,-1,AHL,29,Wilkes-Barre Penguins,0
