year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1943-44,16,1,8,2,0,High-ON,6,Northern Vocational,3
1945-46,18,0,0,0,0,TMHL,1,Toronto Dorsts,0
1945-46,18,2,0,0,0,TIHL,5,Toronto Tip Tops,2
1946-47,19,2,22,6,0,ON-Jr.B,12,Scarborough Rangers,8
1947-48,20,1,72,3,0,QSHL,40,Boston Olympics,4
1947-48,20,2,36,1,0,EAHL,16,Boston Olympics,3
1948-49,21,1,124,8,0,QSHL,55,Sherbrooke Red Raiders,9
1949-50,22,1,30,0,0,QSHL,7,Sherbrooke Saints,1
1949-50,22,2,114,7,0,AHL,52,Cincinnati Mohawks,9
1950-51,23,3,145,14,0,AHL,62,Cincinnati Mohawks,17
1951-52,24,4,111,10,0,AHL,67,Cincinnati Mohawks,14
1952-53,25,5,116,20,0,WHL,58,Victoria Cougars,25
1953-54,26,1,20,0,0,WHL,13,Vancouver Canucks,1
1955-56,28,0,43,5,0,AHL,19,Providence Reds,5
1956-57,29,4,149,14,0,AHL,62,Providence Reds,18
1957-58,30,2,146,16,0,AHL,63,Providence Reds,18
1958-59,31,3,106,12,0,AHL,63,Buffalo Bisons,15
1959-60,32,1,53,8,0,AHL,40,Buffalo Bisons,9
1964-65,37,1,4,2,0,NSSHL,2,New Glasgow Rangers,3
1966-67,39,4,30,10,0,OHA-Sr.,23,Orillia Pepsi-Colas,14
