bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,QJHL,24,Verdun Jr. Maple Leafs,1410,19,9,0,0,79,0,0,4,3,11,0,0,0,0,0,1946-47,0,3.36,0,0
0,QJHL,15,Verdun Jr. Maple Leafs,900,20,9,0,0,49,0,0,1,1,5,0,0,0,0,0,1947-48,0,3.27,0,0
0,OHA-Sr.,40,Kitchener-Waterloo Dutchmen,2380,21,11,0,0,105,0,0,2,4,27,0,0,0,0,0,1948-49,0,2.65,0,0
0,QSHL,23,Quebec Aces,1410,22,8,0,0,66,0,0,1,2,14,0,0,0,0,0,1949-50,0,2.81,0,0
0,USHL,2,Kansas City Pla-Mors,120,22,1,0,0,12,0,0,0,0,1,0,0,0,0,0,1949-50,0,6.00,0,0
0,USHL,42,2 Teams,2576,23,23,0,0,182,0,0,6,1,13,0,0,0,0,0,1950-51,0,4.24,0,0
0,USHL,41,Milwaukee Seagulls,2506,23,23,0,0,177,0,0,5,1,13,0,0,0,0,0,1950-51,0,4.24,0,0
0,USHL,1,Omaha Knights,70,23,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1950-51,0,4.29,0,0
0,QMHL,46,Chicoutimi Sagueneens,2840,24,19,0,0,139,0,0,6,2,21,0,0,0,0,0,1951-52,0,2.94,0,0
0,QMHL,59,Chicoutimi Sagueneens,3680,25,15,0,0,149,0,0,11,6,33,0,0,0,0,0,1952-53,0,2.43,0,0
0,WHL,68,Seattle Bombers,4080,26,39,0,0,236,0,0,7,2,22,0,0,0,0,0,1953-54,0,3.47,0,0
0,WHL,70,Victoria Cougars,4080,27,29,0,0,197,0,0,8,6,33,0,0,0,0,0,1954-55,0,2.90,0,0
0,WHL,69,Victoria Cougars,4216,28,29,0,0,191,0,0,5,8,35,0,0,0,0,0,1955-56,0,2.72,0,0
0,WHL,70,2 Teams,4300,29,33,0,0,200,0,0,7,4,30,0,0,0,0,0,1956-57,0,2.79,0,0
0,WHL,69,Victoria Cougars,4240,29,33,0,0,198,0,0,7,4,29,0,0,0,0,0,1956-57,0,2.80,0,0
0,WHL,1,Seattle Americans,60,29,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1956-57,0,2.00,0,0
0,WHL,70,Vancouver Canucks,4250,30,21,0,0,173,0,0,5,8,44,0,0,0,0,0,1957-58,0,2.44,0,0
0,WHL,69,Victoria Cougars,4180,31,35,0,0,247,0,0,4,5,30,0,0,0,0,0,1958-59,0,3.55,0,0
0,WHL,70,Victoria Cougars,4240,32,29,0,0,190,0,0,4,2,37,0,0,0,0,0,1959-60,0,2.69,0,0
0,WHL,70,Victoria Cougars,4220,33,41,0,0,263,0,0,2,1,27,0,0,0,0,0,1960-61,0,3.74,0,0
0,WHL,67,Los Angeles Blades,4080,34,37,0,0,281,0,0,6,0,24,0,0,0,0,0,1961-62,0,4.13,0,0
0,AHL,30,Baltimore Clippers,1800,35,10,0,0,91,0,0,4,1,16,0,0,0,0,0,1962-63,0,3.03,0,0
0,CPHL,61,St. Paul Rangers,3660,36,23,0,0,181,0,0,3,9,34,0,0,0,0,0,1963-64,0,2.97,0,0
0,AHL,11,Baltimore Clippers,639,37,5,0,0,37,0,0,1,1,5,0,0,0,0,0,1964-65,0,3.47,0,0
0,CPHL,32,St. Paul Rangers,1863,37,7,0,0,89,0,0,5,0,19,0,0,0,0,0,1964-65,0,2.87,0,0
0,WHL,48,Los Angeles Blades,2900,38,31,0,0,199,0,0,2,0,15,0,0,0,0,0,1965-66,0,4.12,0,0
0,EHL,23,Jersey Devils,1380,39,0,0,0,63,0,0,0,1,0,0,0,0,0,0,1966-67,0,2.74,0,0
0,QSHL,43,Rimouski Kades,2580,40,0,0,0,143,0,0,0,6,0,0,0,0,0,0,1967-68,0,3.33,0,0
0,EHL,1,Jersey Devils,60,41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1968-69,0,1.00,0,0
