shorthanded_goals,power_play_goals,year,team,average_ice_time,age,points,shotsPercentage,assists,league,pim,game_winning_goals,goals,win,plus_minus,total_ice_time,games_played,even_strength_goals,shots
0,0,1975-76,PHR,,26,5,0,3,WHA,0,0,2,,-5,,5,0,0
