shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,800,10,0,1997-98,0,6,2.33,U-17,0,31,0,0,4,0,0,16,0,0,0,0,U.S. National Team Development Program
0,0,0,0,117,3,0,1997-98,0,0,4.10,USHL,0,8,0,0,2,0,0,16,0,0,0,0,U.S. National Team Development Program
0,0,0,0,1602,30,0,1997-98,0,13,3.18,NAHL,0,85,0,0,12,0,0,16,0,1,0,0,U.S. National Team Development Program
0,0,1,0,1027,16,0,1998-99,0,9,2.69,U-18,0,46,0,0,5,0,0,17,0,0,0,0,U.S. National Team Development Program
0,0,1,0,1733,30,0,1998-99,0,22,2.32,USHL,0,67,0,0,6,0,0,17,0,3,0,0,U.S. National Team Development Program
0,0,0,0,240,4,0,1998-99,0,0,3.25,WJ18-A,0,13,0,0,0,0,0,17,0,1,0,0,United States
0,0,5,0,1790,29,0,1999-00,0,18,2.45,H-East,0,73,0,0,5,0,0,18,0,2,0,0,Boston University Terriers
0,0,1,0,299,5,1,1999-00,0,2,1.81,WJC-A,0,9,0,0,2,0,0,18,2,1,1,0,United States
368,0,2,324,778,14,1,2000-01,0,4,3.39,IHL,0,44,0,0,5,0,.880,19,2,0,1,0,Chicago Wolves
0,0,0,0,360,6,0,2000-01,0,5,1.33,WJC-A,0,8,0,0,1,0,0,19,0,1,0,0,United States
99,0,0,91,179,3,0,2000-01,0,0,2.68,WC-A,0,8,0,0,0,0,.919,19,0,0,0,0,United States
1541,0,7,1407,3472,59,3,2001-02,0,30,2.32,AHL,0,134,0,0,22,0,.913,20,35,4,3,0,Bridgeport Sound Tigers
956,0,8,883,2044,34,4,2002-03,0,16,2.14,AHL,0,73,0,0,10,0,.924,21,12,3,4,0,Bridgeport Sound Tigers
55,0,0,52,119,2,0,2003-04,0,0,1.51,AHL,0,3,0,0,2,0,.945,22,2,0,0,0,Bridgeport Sound Tigers
17,0,0,16,60,1,0,2004-05,0,1,1.00,W-Cup,0,1,0,0,0,0,.941,23,0,0,0,0,United States
121,0,0,114,250,4,0,2004-05,0,2,1.68,WC-A,0,7,0,0,2,0,.942,23,0,1,0,0,United States
0,0,0,0,237,4,0,2005-06,0,1,2.28,Olympics,0,9,0,0,3,0,0,24,2,0,0,0,United States
94,0,0,83,199,4,0,2009-10,0,1,3.32,AHL,0,11,0,0,2,0,.883,28,0,0,0,0,Bridgeport Sound Tigers
0,0,0,0,59,1,0,2012-13,0,0,3.05,German-2,0,3,0,0,1,0,0,31,0,0,0,0,SC Riessersee Garmisch-Partenkirchen
468,0,0,418,1022,18,0,2012-13,0,9,2.94,AHL,0,50,0,0,9,0,.893,31,4,1,0,0,Bridgeport Sound Tigers
