league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,80,3,20,181,67,5,,DET,[],14.4,21,41,-7,26,0,1981-82,,5,61,0,36
NHL,0,3,21,159,43,5,,DET,[],11.9,16,24,-41,19,0,1982-83,,3,83,1,18
NHL,73,5,22,139,51,6,,NYR,[],16.5,17,28,1,23,0,1983-84,,6,88,0,22
NHL,23,0,23,29,8,0,,NYR,[],13.8,4,4,-2,4,0,1984-85,,0,33,0,4
NHL,62,1,24,134,40,7,,NYR,[],11.9,10,24,5,16,1,1985-86,,5,80,1,16
NHL,74,2,25,160,47,8,,TOT,[],13.8,16,25,-16,22,0,1986-87,,6,113,0,17
NHL,58,2,25,129,32,5,,NYR,[],13.2,12,15,-15,17,0,1986-87,,5,101,0,10
NHL,16,0,25,31,15,3,,TOR,[],16.1,4,10,-1,5,0,1986-87,,1,12,0,7
NHL,79,0,26,155,60,10,,TOR,[],14.8,17,37,-3,23,2,1987-88,,4,102,3,24
NHL,75,1,27,118,46,5,,TOR,[],13.6,11,30,-5,16,0,1988-89,,5,112,0,25
NHL,78,6,28,137,73,14,,TOR,[],16.8,19,50,2,23,1,1989-90,,3,91,5,31
NHL,55,2,29,87,22,0,,TOT,[],12.6,9,11,-11,11,1,1990-91,,1,63,0,11
NHL,18,0,29,32,6,0,,TOR,[],9.4,1,3,-10,3,1,1990-91,,1,4,0,3
NHL,37,2,29,55,16,0,,WIN,[],14.5,8,8,-1,8,0,1990-91,,0,59,0,8
NHL,54,0,30,66,20,0,,TOT,[],10.6,5,13,-10,7,2,1991-92,,0,73,0,13
NHL,43,0,30,50,16,0,,WIN,[],8.0,4,12,-8,4,0,1991-92,,0,65,0,12
NHL,11,0,30,16,4,0,,TOR,[],18.8,1,1,-2,3,2,1991-92,,0,8,0,1
NHL,76,2,31,110,26,1,,TOR,[],10.9,10,14,-7,12,2,1992-93,,0,89,1,12
NHL,73,2,32,103,24,0,,TOR,[],8.7,7,15,2,9,1,1993-94,,1,145,0,15
NHL,37,0,33,32,4,0,,NYR,[],3.1,1,3,-2,1,0,1994-95,,0,19,1,2
