league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,51,0,21,0,22,0,,BOS,[],0,0,13,0,9,0,1962-63,,0,34,0,0
NHL,56,0,22,0,19,0,,BOS,[],0,5,13,0,6,0,1963-64,,1,43,0,0
NHL,18,0,23,0,4,0,,BOS,[],0,3,1,0,3,0,1964-65,,0,6,0,0
NHL,9,0,24,0,3,0,,BOS,[],0,2,1,0,2,0,1965-66,,0,2,0,0
NHL,1,0,27,0,0,0,,BOS,[],0,0,0,0,0,0,1968-69,,0,0,0,0
NHL,78,3,30,147,31,3,,PIT,[],9.5,9,17,-25,14,0,1971-72,,5,18,0,14
NHL,78,3,31,174,60,5,,ATF,[],14.9,21,34,-12,26,0,1972-73,,5,19,0,29
NHL,0,4,32,178,52,12,,ATF,[],14.6,16,26,-4,26,0,1973-74,,10,10,0,14
NHL,52,1,33,96,28,8,,ATF,[],10.4,4,18,-15,10,0,1974-75,,6,8,0,10
NHL,26,0,34,26,5,0,,ATF,[],7.7,1,3,0,2,0,1975-76,,1,4,0,3
WHA,51,0,34,94,34,0,,CGC,[],18.1,11,17,6,17,0,1975-76,,6,8,0,0
