assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Valley West Hawks,1,2010-11,4,3,0,15,0,BCMML
24,Valley West Hawks,19,2011-12,39,43,6,16,0,BCMML
4,Merritt Centennials,0,2012-13,4,4,0,17,0,BCHL
28,Richmond Sockeyes,21,2012-13,43,49,4,17,0,PIJHL
7,Richmond Sockeyes,5,2012-13,6,12,2,17,0,Keystone Cup
2,Richmond Sockeyes,1,2012-13,4,3,0,17,0,Cyclone Tayl
33,Surrey Eagles,29,2013-14,57,62,8,18,0,BCHL
29,Denver,16,2014-15,40,45,10,19,19,NCAA
2,Providence Bruins,0,2015-16,2,2,2,20,1,AHL
28,Denver,20,2015-16,41,48,10,20,19,NCAA
30,Providence Bruins,14,2016-17,64,44,14,21,1,AHL
