league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,57,1,28,101,31,2,,EDM,[],14.9,11,16,17,15,1,1990-91,,3,26,3,11
NHL,59,3,29,105,42,3,,EDM,[],19.0,17,22,12,20,0,1991-92,,3,16,0,19
NHL,75,1,30,102,49,6,,TOT,[],11.8,7,37,16,12,2,1992-93,,3,32,3,28
NHL,13,0,30,14,5,1,,TBL,[],14.3,2,3,-5,2,0,1992-93,,0,4,0,2
NHL,62,1,30,88,44,5,,VAN,[],11.4,5,34,21,10,2,1992-93,,3,28,3,26
NHL,49,2,31,103,30,7,,MDA,[],10.7,7,19,-4,11,0,1993-94,,4,12,0,12
NHL,41,0,32,69,10,0,,TOT,[],5.8,2,6,-12,4,0,1994-95,,2,10,1,5
NHL,15,0,32,33,7,0,,MDA,[],9.1,1,4,-10,3,0,1994-95,,2,4,1,3
NHL,26,0,32,36,3,0,,PHI,[],2.8,1,2,-2,1,0,1994-95,,0,6,0,2
NHL,56,2,33,79,26,6,,TOT,[],5.1,4,22,-1,4,0,1995-96,,0,24,0,16
NHL,44,2,33,55,16,1,,PHI,[],5.5,3,13,3,3,0,1995-96,,0,14,0,12
NHL,12,0,33,24,10,5,,MDA,[],4.2,1,9,-4,1,0,1995-96,,0,10,0,4
NHL,25,1,34,21,6,0,,BUF,[],9.5,1,4,-3,2,0,1996-97,,1,2,0,4
