pim,team,assists,plus_minus,points,league,games_played,year,age,goals
37,West Island Flyers,32,0,72,MMJHL,37,1965-66,17,40
0,Verdun Jr. Maple Leafs,50,0,79,MMJHL,36,1967-68,19,29
0,Houston Apollos,0,0,0,CHL,1,1968-69,20,0
26,Cleveland Barons,23,0,40,AHL,71,1968-69,20,17
26,Cleveland Barons,38,0,65,AHL,71,1969-70,21,27
64,2 Teams,39,0,65,AHL,70,1970-71,22,26
30,Cleveland Barons,25,0,42,AHL,41,1970-71,22,17
34,Montreal Voyageurs,14,0,23,AHL,29,1970-71,22,9
63,Nova Scotia Voyageurs,41,0,64,AHL,68,1971-72,23,23
16,Fort Worth Texans,35,0,49,CHL,57,1979-80,31,14
40,Fort Worth Texans,16,0,35,CHL,77,1980-81,32,19
