pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Elgin Middlesex Chi. Mn Mdgt AAA,0,0,1,AHMMPL,1,2011-12,14,1
0,St. Thomas Stars,1,0,1,GOJHL,5,2012-13,15,0
6,Elgin Middlesex Chi. Mn Mdgt AAA,2,0,6,OHL Cup,5,2012-13,15,4
72,Elgin Middlesex Chi. Mn Mdgt AAA,105,0,184,Midget,81,2012-13,15,79
51,Elgin Middlesex Chi. Mn Mdgt AAA,28,0,50,AHMMPL,27,2012-13,15,22
2,Team ALLIANCE,2,0,3,OGC-16,5,2012-13,15,1
64,Kingston Frontenacs,12,10,27,OHL,63,2013-14,16,15
0,Canada U18,0,-1,1,WJC-18,7,2013-14,16,1
0,Canada Ontario U17,2,0,4,WHC-17,5,2013-14,16,2
0,OHL All-Stars,0,0,0,Jr Super Ser,1,2014-15,17,0
70,Kingston Frontenacs,22,10,51,OHL,56,2014-15,17,29
0,Canada U20,2,-1,3,WJC-20,7,2014-15,17,1
8,Canada U18,0,7,6,Hlinka Memor,5,2014-15,17,6
4,Team White,0,0,1,U18-Dev,3,2014-15,17,1
0,Portland Pirates,0,1,0,AHL,2,2015-16,18,0
0,OHL All-Stars,0,2,0,Jr Super Ser,2,2015-16,18,0
56,Kingston Frontenacs,39,13,62,OHL,49,2015-16,18,23
2,Canada U20,3,1,5,WJC-20,5,2015-16,18,2
