goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.8,0,0,1989-90,[],19,329,2,2,0,140,159,0,PHI,0,0,0,3.47,23,NHL,.881,0,7,0,3,0
0,0.1,0,0,1990-91,[],3,39,1,0,0,17,20,0,PHI,0,0,0,4.62,24,NHL,.850,0,2,0,1,0
