even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,DET,0,0,17,0,,NHL,0,0,,1954-55,3,0,SC,0,0,0
0,1,DET,0,6,18,0,,NHL,0,0,,1955-56,0,0,,0,1,0
0,2,BOS,0,6,20,0,,NHL,0,0,,1957-58,11,0,,0,2,0
0,1,BOS,0,0,21,0,,NHL,0,0,,1958-59,7,0,,0,1,0
0,0,TOR,0,0,23,0,,NHL,0,5,,1960-61,5,0.0,,0,0,-1
0,0,TOR,0,2,26,0,,NHL,0,8,,1963-64,11,0.0,SC,0,0,0
0,1,TOR,1,6,28,0,,NHL,0,15,,1965-66,4,6.7,,0,2,-4
0,2,TOR,1,0,29,0,,NHL,0,27,,1966-67,0,3.7,SC,0,3,4
0,0,MTL,0,0,31,0,,NHL,0,0,,1968-69,1,0,SC,0,0,0
0,2,PHI,0,2,33,0,,NHL,0,11,,1970-71,4,0.0,,0,2,-2
0,0,BUF,0,8,35,0,,NHL,0,5,,1972-73,6,0.0,,0,0,-5
0,3,CLC,1,0,37,1,,WHA,0,0,,1974-75,5,0,,0,4,0
0,2,WNJ,0,32,38,0,,WHA,0,0,,1975-76,12,0,,0,2,2
