shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1954-55,2,0,,0,0,0,0,0,0,DET,0,17,0,NHL,0,,6,0,[],0
0,1955-56,53,0,,0,0,0,0,0,3,DET,0,18,0,NHL,0,,47,3,[],0
0,1956-57,4,0,,0,0,0,0,0,2,DET,1,19,0,NHL,0,,16,3,[],0
0,1957-58,60,0,,0,0,0,0,0,19,BOS,3,20,0,NHL,0,,0,22,[],0
0,1958-59,19,0,,0,0,0,0,0,10,BOS,3,21,0,NHL,0,,55,13,[],0
0,1959-60,2,0,,0,0,0,0,0,1,BOS,0,22,0,NHL,0,,2,1,[],0
0,1960-61,59,0,,0,0,0,0,0,10,TOR,3,23,0,NHL,0,,62,13,[],0
0,1961-62,4,0,,0,0,0,0,0,0,TOR,0,24,0,NHL,0,,5,0,[],0
0,1962-63,2,0,,0,0,0,0,0,0,TOR,0,25,0,NHL,0,,5,0,[],0
0,1963-64,31,0,,0,0,0,0,0,4,TOR,0,26,0,NHL,0,,33,4,[],0
0,1964-65,2,0,,0,0,0,0,0,0,TOR,0,27,0,NHL,0,,2,0,[],0
0,1965-66,34,0,,0,0,0,0,0,25,TOR,3,28,0,NHL,0,,48,28,[],3
0,1966-67,40,0,,0,0,0,4,0,19,TOR,4,29,0,NHL,0,,55,23,[],0
3.3,1967-68,13,6,,0,92,11,1,7,17,TOR,3,30,1,NHL,0,,55,20,[],2
2.9,1968-69,17,6,,0,34,4,0,-10,10,TOT,1,31,0,NHL,0,,37,11,[],1
5.0,1968-69,0,1,,0,20,4,0,-8,5,MNS,1,31,0,NHL,0,,12,6,[],1
0.0,1968-69,17,5,,0,14,0,0,-2,5,MTL,0,31,0,NHL,0,,25,5,[],0
2.0,1969-70,73,19,,0,252,7,3,-9,26,PHI,5,32,0,NHL,0,,0,31,[],2
1.7,1970-71,39,12,,0,177,1,3,9,13,PHI,3,33,0,NHL,0,,73,16,[],0
2.2,1971-72,69,7,,1,91,5,2,-28,13,TOT,2,34,0,NHL,0,,65,15,[],0
7.7,1971-72,11,2,,0,13,0,1,-7,2,LAK,1,34,0,NHL,0,,22,3,[],0
1.3,1971-72,58,5,,1,78,5,1,-21,11,BUF,1,34,0,NHL,0,,43,12,[],0
4.9,1972-73,56,9,,0,102,15,3,-3,24,BUF,5,35,0,NHL,0,,78,29,[],2
0,1973-74,37,0,,0,0,0,4,0,21,CLC,5,36,0,WHA,0,,44,26,[],1
0.0,1974-75,83,0,,0,151,0,0,-6,16,CLC,0,37,0,WHA,0,,77,16,[],0
1.5,1975-76,62,0,,0,67,0,1,-3,12,WNJ,1,38,0,WHA,0,,71,13,[],0
