goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.6,0,NHL,5,TOR,249,21,2,0,0,17,0,0,1,0,1,0,0,0,0,.867,1987-88,128,4.10,0,[],111
1.1,0,NHL,10,TOR,486,22,6,0,0,40,0,0,1,0,2,0,0,0,0,.860,1988-89,286,4.94,4,[],246
2.9,0,NHL,21,TOR,1101,23,6,108,1,81,0,-6.11,3,0,9,1,0,0,0,.871,1989-90,630,4.41,10,[],549
2.8,0,NHL,30,TOR,1430,24,13,116,1,92,0,-12.78,3,1,6,1,0,0,0,.868,1990-91,695,3.86,0,[],603
2.6,0,NHL,20,TOT,1000,25,7,102,1,57,0,-1.08,3,1,4,1,0,0,0,.886,1991-92,500,3.42,12,[],443
1.4,0,NHL,8,TOR,413,25,5,0,0,20,0,0,1,1,1,0,0,0,0,.905,1991-92,210,2.91,0,[],190
1.2,0,NHL,12,CGY,587,25,2,0,1,37,0,0,2,0,3,1,0,0,0,.872,1991-92,290,3.78,12,[],253
3.5,0,NHL,26,CGY,1311,26,4,97,4,70,0,2.39,1,1,14,4,0,0,0,.889,1992-93,629,3.20,4,[],559
2.7,0,NHL,20,TOT,1099,27,9,103,1,57,0,-1.49,3,1,5,1,0,0,0,.892,1993-94,529,3.11,0,[],472
0.0,0,NHL,1,CGY,13,27,0,0,0,1,0,0,0,0,0,0,0,0,0,.800,1993-94,5,4.62,0,[],4
2.7,0,NHL,19,HAR,1086,27,9,102,1,56,0,-1.02,3,1,5,1,0,0,0,.893,1993-94,524,3.09,0,[],468
1.0,0,NHL,11,HAR,477,28,5,112,0,26,0,-2.74,1,0,2,0,0,0,0,.889,1994-95,234,3.27,0,[],208
3.1,0,NHL,26,TOT,1269,29,10,106,0,68,0,-3.60,1,1,9,0,0,0,0,.893,1995-96,634,3.22,0,[],566
1.2,0,NHL,7,HAR,275,29,3,0,0,14,0,0,0,1,2,0,0,0,0,.918,1995-96,170,3.05,0,[],156
1.9,0,NHL,19,TBL,994,29,7,115,0,54,0,-6.87,1,0,7,0,0,0,0,.884,1995-96,464,3.26,0,[],410
-0.3,0,NHL,3,NJD,139,30,2,0,0,13,0,0,0,0,0,0,0,0,0,.800,1996-97,65,5.61,0,[],52
-0.1,0,NHL,2,TOR,106,32,1,0,0,8,0,0,0,0,1,0,0,0,0,.843,1998-99,51,4.53,0,[],43
