shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,LW,17.2,15,232,29,1,25,8,40,26,Keith Tkachuk,9.3,1.1,66,11,147,,69,9,8.2,10,/players/t/tkachke01.html
1,,LW,13.2,16,182,17,2,28,3,24,32,Jeremy Roenick,6.2,1.0,56,6,103,,79,5,5.2,14,/players/r/roenije01.html
0,,C,5.6,25,197,8,0,32,0,11,44,Cliff Ronning,4.8,1.1,55,3,36,,80,5,3.7,19,/players/r/ronnicl01.html
0,,C,13.9,34,72,6,0,30,0,10,43,Craig Janney,4.8,0.9,53,4,12,,68,5,3.9,9,/players/j/jannecr01.html
0,,D,8.7,22,126,5,2,29,2,11,40,Teppo Numminen,10.2,5.5,51,6,30,,82,25,4.6,16,/players/n/nummite01.html
0,,RW,16.1,13,161,18,0,33,6,26,19,Rick Tocchet,5.5,0.8,45,8,157,,68,1,4.7,6,/players/t/tocchri01.html
0,,RW,9.8,27,112,8,1,28,2,11,29,Dallas Drake,4.2,1.3,40,3,71,,60,17,2.9,1,/players/d/drakeda01.html
0,,RW,8.3,12,145,8,0,38,2,12,15,Mike Gartner,2.2,0.5,27,4,24,,60,-4,1.7,3,/players/g/gartnmi01.html
5,,C,11.4,8,105,7,1,30,0,12,9,Bob Corkum,1.0,0.5,21,0,28,,76,-7,0.5,0,/players/c/corkubo01.html
0,,D,8.4,5,83,3,0,21,1,7,12,Oleg Tverdovsky,3.8,2.1,19,4,12,,46,1,1.7,7,/players/t/tverdol01.html
0,,D,7.7,9,104,7,1,32,4,8,10,Gerald Diduck,5.5,4.5,18,1,118,,78,14,1.0,0,/players/d/diducge01.html
0,,LW,7.8,7,115,8,0,20,1,9,8,Brad Isbister,1.0,0.9,17,1,102,,66,4,0.2,1,/players/i/isbisbr01.html
0,,D,4.1,8,74,2,0,25,1,3,14,John Slaney,3.1,2.2,17,1,24,,55,-3,0.9,6,/players/s/slanejo01.html
0,,LW,3.5,12,57,2,0,28,0,2,12,Darrin Shannon,0.2,0.8,14,0,26,,58,4,-0.6,0,/players/s/shannda02.html
1,,C,1.7,10,60,0,1,25,0,1,11,Juha Ylonen,-0.3,0.5,12,0,10,,55,-3,-0.8,0,/players/y/yloneju01.html
0,,RW,11.9,5,42,5,0,21,3,5,6,Shane Doan,0.6,0.2,11,0,35,,33,-3,0.4,1,/players/d/doansh01.html
0,,D,6.6,2,61,3,0,21,1,4,7,Deron Quint,1.8,0.9,11,1,16,,32,-6,0.9,5,/players/q/quintde01.html
1,,D,12.5,4,40,4,0,29,0,5,5,Jay More,2.5,1.8,10,0,53,,41,0,0.7,1,/players/m/moreja01.html
