age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,1,0,NHL,7,0,1963-64,0,4,0,,0,14,,MTL,1
24,SC,0.0,0,0,-1,NHL,13,0,1964-65,0,11,0,,0,30,,MTL,0
25,SC,5.6,0,1,0,NHL,10,0,1965-66,0,18,1,,0,10,,MTL,2
26,,33.3,0,0,1,NHL,4,0,1966-67,0,3,1,,0,0,,MTL,1
27,,6.5,4,1,2,NHL,0,0,1967-68,1,62,4,,0,20,,STL,5
28,,4.2,1,4,9,NHL,12,0,1968-69,0,24,1,,0,10,,STL,5
29,,5.7,2,3,-3,NHL,0,0,1969-70,0,35,2,,0,29,,STL,5
30,,11.1,2,1,1,NHL,6,0,1970-71,0,18,2,,0,11,,STL,3
31,,10.0,1,0,1,NHL,6,0,1971-72,1,10,1,,0,0,,MTL,1
32,SC,0.0,0,2,2,NHL,0,0,1972-73,0,17,0,,0,22,,MTL,2
33,,0.0,0,0,-3,NHL,6,0,1973-74,0,9,0,,0,4,,MTL,0
34,,16.7,2,2,0,NHL,11,0,1974-75,0,12,2,,0,2,,MTL,4
35,SC,17.6,2,1,5,NHL,13,0,1975-76,0,17,3,,0,2,,MTL,4
36,SC,18.8,2,0,1,NHL,0,0,1976-77,1,16,3,,0,6,,MTL,3
