goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2004-05,30,903,0,0,0,0,0,0,Ilves Tampere U18,3,0,0,1.99,16,Fin-U18,0,0,16,0,0,0
0,0,0,2004-05,4,86,0,0,0,0,0,0,Ilves Tampere Jr.,0,0,0,2.79,16,Fin-Jr.,0,0,2,0,0,0
0,0,0,2005-06,3,60,0,0,0,0,0,0,Suomi U20,0,0,0,3.00,17,Finland-2,0,0,1,0,0,0
0,0,0,2005-06,2,120,0,0,0,0,0,0,Ilves Tampere U18,0,0,0,1.00,17,Fin-U18,0,0,2,0,0,0
0,0,0,2005-06,70,1565,0,0,0,0,0,0,Ilves Tampere Jr.,4,0,0,2.68,17,Fin-Jr.,0,0,26,0,0,0
0,0,0,2006-07,4,120,0,0,0,0,0,0,Ilves Tampere Jr.,0,0,0,2.00,18,Fin-Jr.,0,0,2,0,2,0
0,0,0,2007-08,95,2358,6,0,0,1029,1124,3,Seattle Thunderbirds,3,0,0,2.42,19,WHL,.915,0,41,3,22,12
0,0,0,2007-08,12,214,0,2,0,76,88,0,Finland,1,0,0,3.36,19,WJC-A,.864,0,4,0,0,0
0,0,0,2008-09,63,1388,0,2,0,705,768,1,Norfolk Admirals,1,0,0,2.72,20,AHL,.918,0,25,1,9,15
0,0,0,2008-09,41,647,2,0,0,354,395,0,2 Teams,0,0,0,3.80,20,ECHL,.896,0,11,0,4,5
0,0,0,2008-09,34,463,1,0,0,235,269,0,Augusta Lynx,0,0,0,4.41,20,ECHL,.874,0,8,0,3,4
0,0,0,2008-09,7,184,1,0,0,119,126,0,Mississippi Sea Wolves,0,0,0,2.28,20,ECHL,.944,0,3,0,1,1
0,0,0,2009-10,33,719,0,0,0,283,316,0,Norfolk Admirals,0,0,0,2.75,21,AHL,.896,0,12,0,5,7
0,0,0,2009-10,22,545,0,0,0,0,0,0,Sodertalje SK,0,0,0,2.42,21,Sweden,0,0,9,0,0,0
0,0,0,2009-10,25,548,0,0,0,0,0,0,Sodertalje SK,1,0,0,2.74,21,Sweden-Q,0,0,9,0,0,0
0,0,0,2010-11,46,911,0,0,0,0,0,0,Sodertalje SK,0,0,0,3.03,22,Sweden,0,0,18,0,0,0
0,0,0,2010-11,7,198,0,0,0,0,0,0,Sodertalje SK,0,0,0,2.12,22,Sweden-Q,0,0,5,0,0,0
0,0,0,2011-12,52,1908,5,2,0,0,0,1,JYP Jyvaskyla,7,0,0,1.64,23,Finland,0,0,33,1,17,9
0,0,0,2012-13,76,1772,0,7,0,682,758,1,Syracuse Crunch,4,0,0,2.57,24,AHL,.900,0,32,1,17,14
