age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,20.0,1,3,-2,NHL,7,0,1967-68,0,10,2,,1,0,,PHI,5
23,,0.0,0,0,-5,NHL,4,0,1968-69,0,9,0,,0,0,,PHI,0
25,,0.0,0,2,-1,NHL,4,0,1970-71,0,8,0,,0,0,,PHI,2
26,,0,0,0,-1,NHL,1,0,1971-72,0,0,0,,0,0,,CBH,0
27,,0,0,2,0,WHA,4,0,1972-73,0,0,0,,0,18,,PHB,2
29,,0,0,9,0,WHA,10,0,1974-75,0,0,3,,0,2,,SDM,12
30,,0,0,6,-4,WHA,11,0,1975-76,0,0,4,,0,4,,SDM,10
31,,0,0,6,-1,WHA,7,0,1976-77,0,0,1,,0,6,,SDM,7
32,,0,0,2,-4,WHA,6,0,1977-78,0,0,2,,0,0,,HSA,4
33,,0,0,4,-2,WHA,10,0,1978-79,0,0,4,,0,0,,NEW,8
