assists,team,goals,year,games_played,points,pim,age,plus_minus,league
21,Kamloops Jr. Oilers,19,1981-82,64,40,50,16,0,WHL
36,Kamloops Jr. Oilers,22,1982-83,70,58,101,17,0,WHL
10,Victoria Cougars,17,1983-84,42,27,106,18,0,WHL
16,Victoria Cougars,12,1984-85,24,28,33,19,0,WHL
2,Rochester Americans,0,1984-85,2,2,0,19,0,AHL
27,Rochester Americans,10,1985-86,54,37,95,20,0,AHL
15,Rochester Americans,7,1986-87,58,22,90,21,0,AHL
11,Rochester Americans,7,1987-88,37,18,24,22,0,AHL
6,Flint Spirits,4,1987-88,17,10,30,22,0,IHL
11,Canada,14,1988-89,50,25,22,23,0,Nat-Tm
10,Canada,6,1989-90,42,16,8,24,0,Nat-Tm
7,Innsbrucker EV,10,1990-91,19,17,46,25,0,Austria
6,Canada,5,1990-91,27,11,10,25,0,Nat-Tm
24,SV Renon,19,1991-92,24,43,14,26,0,Italy-2
14,Dallas Freeze,10,1992-93,21,24,57,27,0,CHL
