assists,team,goals,year,games_played,points,pim,age,plus_minus,league
17,Oshawa Generals,5,1972-73,50,22,9,18,0,OHA-Jr.
8,University of Toronto,3,1973-74,18,11,10,19,0,OUAA
4,University of Toronto,1,1974-75,20,5,2,20,0,OUAA
12,University of Toronto,7,1975-76,20,19,6,21,0,OUAA
20,University of Toronto,12,1976-77,20,32,10,22,0,OUAA
26,University of Toronto,14,1977-78,20,40,12,23,0,OUAA
41,Saginaw Gears,36,1978-79,80,77,67,24,0,IHL
31,Tulsa Oilers,29,1979-80,72,60,33,25,0,CHL
44,Tulsa Oilers,16,1980-81,79,60,45,26,0,CHL
18,Tulsa Oilers,12,1981-82,31,30,9,27,0,CHL
30,Sherbrooke Jets,18,1982-83,66,48,42,28,0,AHL
