assists,team,goals,year,games_played,points,pim,age,plus_minus,league
53,Laval-Laurentides,53,1981-82,48,106,84,16,0,QAAA
40,Chicoutimi Sagueneens,41,1982-83,70,81,44,17,0,QMJHL
25,Chicoutimi Sagueneens,28,1983-84,56,53,67,18,0,QMJHL
0,Fredericton Express,0,1983-84,4,0,0,18,0,AHL
54,Chicoutimi Sagueneens,42,1984-85,66,96,125,19,0,QMJHL
10,Fredericton Express,12,1985-86,31,22,42,20,0,AHL
8,Muskegon Lumberjacks,14,1985-86,42,22,41,20,0,IHL
6,Fredericton Express,8,1986-87,37,14,13,21,0,AHL
8,Muskegon Lumberjacks,6,1986-87,25,14,31,21,0,IHL
2,Baltimore Skipjacks,0,1987-88,5,2,2,22,0,AHL
42,Flint Spirits,43,1988-89,82,85,98,23,0,IHL
24,Canada,13,1989-90,65,37,63,24,0,Nat-Tm
2,Peoria Rivermen,3,1989-90,14,5,4,24,0,IHL
26,2 Teams,38,1990-91,78,64,72,25,0,IHL
18,Albany Choppers,22,1990-91,45,40,46,25,0,IHL
8,Peoria Rivermen,16,1990-91,33,24,26,25,0,IHL
36,Peoria Rivermen,41,1991-92,80,77,72,26,0,IHL
30,Kalamazoo Wings,38,1992-93,80,68,86,27,0,IHL
32,2 Teams,28,1993-94,77,60,117,28,0,IHL
2,Kalamazoo Wings,0,1993-94,3,2,4,28,0,IHL
30,Indianapolis Ice,28,1993-94,74,58,113,28,0,IHL
1,Worcester IceCats,3,1994-95,7,4,2,29,0,AHL
24,Atlanta Knights,31,1994-95,66,55,56,29,0,IHL
9,EHC Lustenau,6,1995-96,8,15,4,30,0,Alpenliga
31,EHC Lustenau,23,1995-96,33,54,62,30,0,Austria
26,2 Teams,15,1996-97,47,41,64,31,0,Germany
9,Augsburger Panther,4,1996-97,20,13,30,31,0,Germany
17,Schwenninger Wild Wings,11,1996-97,27,28,34,31,0,Germany
12,Schwenninger Wild Wings,14,1997-98,50,26,147,32,0,Germany
16,2 Teams,20,1998-99,27,36,56,33,0,Alpenliga
10,HK Olimpija Ljubljana,7,1998-99,12,17,56,33,0,Alpenliga
6,EC Graz,13,1998-99,15,19,0,33,0,Alpenliga
3,Ayr Scottish Eagles,7,1999-00,8,10,2,34,0,BH-Cup
20,Ayr Scottish Eagles,17,1999-00,37,37,90,34,0,Britain
