assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Chicoutimi Sagueneens,0,1982-83,5,4,8,17,0,QMJHL
8,Chicoutimi Sagueneens,5,1984-85,14,13,39,19,0,QMJHL
1,Fredericton Express,0,1985-86,2,1,7,20,0,AHL
0,Muskegon Lumberjacks,0,1986-87,2,0,0,21,0,IHL
2,Peoria Rivermen,2,1989-90,5,4,0,24,0,IHL
4,Peoria Rivermen,4,1990-91,17,8,16,25,0,IHL
1,Peoria Rivermen,5,1991-92,8,6,6,26,0,IHL
3,Atlanta Knights,2,1994-95,5,5,6,29,0,IHL
3,Schwenninger Wild Wings,0,1996-97,5,3,12,31,0,Germany
0,Ayr Scottish Eagles,0,1999-00,7,0,14,34,0,Britain
