average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,1,0,0,0,NHL,21,0,0,0,1,2,0,1,0,0,0,0,0,1994-95,VAN,1,0,0,0,50.0,,1,[]
,0,18,0,0,0,NHL,22,8,0,34,8,85,0,2,0,2,0,6,0,1995-96,VAN,4,0,14,0,4.7,,49,[]
,0,21,0,0,0,NHL,23,13,0,63,0,116,0,4,0,1,0,3,0,1996-97,VAN,5,0,16,0,4.3,,70,[]
,0,6,1,0,0,NHL,24,3,0,21,-4,44,0,2,0,1,0,0,0,1997-98,VAN,3,0,3,0,6.8,,35,[]
23:52,0,34,3,2,0,NHL,25,8,0,77,-14,174,0,3,0,18,0,3,0,1998-99,VAN,23,0,11,0,13.2,1957,82,[]
23:06,0,24,1,0,0,NHL,26,9,0,30,7,126,0,6,0,4,0,5,0,1999-00,VAN,10,0,14,0,7.9,1317,57,[]
20:12,0,28,0,0,0,NHL,27,9,0,45,5,159,0,2,0,2,0,15,0,2000-01,TOT,4,0,24,0,2.5,1475,73,[]
18:21,0,16,0,0,0,NHL,27,6,0,20,13,99,0,2,0,1,0,7,0,2000-01,VAN,3,0,13,0,3.0,862,47,[]
23:34,0,12,0,0,0,NHL,27,3,0,25,-8,60,0,0,0,1,0,8,0,2000-01,TBL,1,0,11,0,1.7,613,26,[]
28:54,0,34,1,0,0,NHL,28,8,0,62,23,232,0,5,0,7,2,12,0,2001-02,NYI,12,0,22,0,5.2,2340,81,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2002.html#norris', 'name': 'Norris-8'}]"
29:01,0,35,1,0,0,NHL,29,11,0,70,-5,175,0,3,0,5,1,15,0,2002-03,NYI,8,0,27,0,4.6,2118,73,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-20'}]"
26:38,0,44,2,0,0,NHL,30,18,0,54,29,213,0,9,0,4,0,13,0,2003-04,NYI,13,0,31,0,6.1,2157,81,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2004.html#norris', 'name': 'Norris-5'}]"
22:58,0,6,0,0,0,NHL,32,1,0,38,-13,59,0,0,0,1,0,4,0,2005-06,CHI,1,0,5,0,1.7,758,33,[]
20:50,0,16,3,0,0,NHL,33,6,0,50,-22,96,0,2,0,2,0,6,0,2006-07,CHI,4,0,12,0,4.2,1229,59,[]
20:58,294,35,1,0,55,NHL,34,10,0,37,13,121,0,5,0,5,0,15,35,2007-08,CGY,10,69,25,35,8.3,1593,76,[]
22:18,293,34,3,0,55,NHL,35,14,0,46,-8,126,0,7,0,3,1,9,28,2008-09,CGY,10,61,24,29,7.9,1806,81,[]
22:33,314,28,2,0,67,NHL,36,9,1,56,2,144,100.0,7,0,1,0,11,17,2009-10,PHX,8,131,20,22,5.6,1849,82,[]
21:40,233,22,0,0,75,NHL,37,17,1,52,18,99,100.0,3,0,0,0,2,26,2010-11,PHX,3,134,19,22,3.0,1625,75,[]
20:15,201,9,0,0,67,NHL,38,7,0,42,14,92,0,1,0,1,0,0,26,2011-12,PHX,2,97,7,17,2.2,1296,64,[]
16:20,65,4,0,0,13,NHL,39,4,0,16,-8,26,0,0,0,0,0,0,4,2012-13,CBJ,0,43,4,8,0.0,588,36,[]
