power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,4,1,0,NHL,1994-95,21,1,VAN,,0,0,-1,0,2,,,50.0,0
0,6,0,0,NHL,1995-96,22,0,VAN,,0,2,-5,0,7,,,0.0,0
2,7,7,0,NHL,2001-02,28,2,NYI,226,5,4,-1,0,16,,,12.5,0
0,5,3,0,NHL,2002-03,29,1,NYI,159,2,4,-1,0,19,,,5.3,1
0,5,0,0,NHL,2003-04,30,0,NYI,142,0,6,-6,0,12,,,0.0,0
0,7,3,0,NHL,2007-08,34,0,CGY,128,3,4,3,0,6,21,,0.0,0
0,6,3,0,NHL,2008-09,35,2,CGY,127,1,2,-2,0,11,18,,18.2,2
0,7,2,0,NHL,2009-10,36,0,PHX,149,2,10,3,0,7,18,,0.0,0
0,4,0,0,NHL,2010-11,37,0,PHX,77,0,2,-4,0,3,13,,0.0,0
0,11,2,0,NHL,2011-12,38,0,PHX,199,2,10,4,0,10,21,,0.0,0
