goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
-0.3,0,NHL,2,CHI,116,25,1,0,0,10,0,0,0,0,1,0,0,0,0,.800,1999-00,50,5.17,0,[],40
0.6,0,NHL,2,DET,125,29,0,0,0,3,0,0,1,0,1,0,0,0,0,.948,2003-04,58,1.44,0,[],55
