assists,year,games_played,points,goals,team,age,pim,plus_minus,league
84,1991-92,56,164,80,Killam Selects,15,74,0,AAHA
12,1992-93,51,19,7,Kamloops Blazers,16,65,0,WHL
24,1993-94,52,48,24,Kamloops Blazers,17,88,0,WHL
57,1994-95,71,94,37,Kamloops Blazers,18,106,0,WHL
21,1997-98,39,42,21,Springfield Falcons,21,64,20,AHL
0,1998-99,4,0,0,Canada,22,0,0,WC-A
2,2002-03,9,6,4,Canada,26,12,1,WC-A
1,2004-05,6,2,1,Canada,28,2,4,W-Cup
3,2004-05,9,4,1,Canada,28,2,-2,WC-A
1,2005-06,6,3,2,Canada,29,2,3,Olympics
5,2006-07,9,10,5,Canada,30,8,7,WC-A
4,2007-08,9,6,2,Canada,31,6,2,WC-A
6,2008-09,9,7,1,Canada,32,14,5,WC-A
