assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,Calgary Canucks,0,1973-74,2,6,0,16,0,AJHL
10,Lethbridge Broncos,3,1974-75,65,13,177,17,0,WCJHL
9,2 Teams,9,1975-76,52,18,315,18,0,WCJHL
2,Lethbridge Broncos,1,1975-76,21,3,110,18,0,WCJHL
7,Victoria Cougars,8,1975-76,31,15,205,18,0,WCJHL
10,Victoria Cougars,14,1976-77,47,24,208,19,0,WCJHL
16,Port Huron Flags,16,1977-78,71,32,419,20,0,IHL
11,Hershey Bears,17,1978-79,78,28,337,21,0,AHL
2,Hershey Bears,0,1979-80,8,2,37,22,0,AHL
9,Fort Worth Texans,8,1979-80,49,17,199,22,0,CHL
5,Hershey Bears,3,1980-81,60,8,251,23,0,AHL
23,Nashville South Stars,12,1981-82,77,35,320,24,0,CHL
9,Binghamton Whalers,8,1982-83,50,17,172,25,0,AHL
8,New Haven Nighthawks,1,1983-84,48,9,164,26,0,AHL
7,Nova Scotia Oilers,5,1984-85,71,12,271,27,0,AHL
6,Maine Mariners,4,1985-86,57,10,172,28,0,AHL
6,Maine Mariners,4,1986-87,67,10,246,29,0,AHL
9,Saginaw Hawks,4,1987-88,55,13,231,30,0,IHL
