assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Lethbridge Broncos,0,1974-75,8,0,22,17,0,WCJHL
2,Victoria Cougars,1,1975-76,14,3,35,18,0,WCJHL
0,Victoria Cougars,1,1976-77,3,1,29,19,0,WCJHL
4,Port Huron Flags,5,1977-78,15,9,47,20,0,IHL
1,Hershey Bears,0,1978-79,4,1,28,21,0,AHL
1,Fort Worth Texans,2,1979-80,12,3,58,22,0,CHL
0,Hershey Bears,0,1980-81,5,0,6,23,0,AHL
0,Nashville South Stars,0,1981-82,3,0,17,24,0,CHL
0,Nova Scotia Oilers,0,1984-85,5,0,30,27,0,AHL
0,Maine Mariners,0,1985-86,5,0,24,28,0,AHL
0,Saginaw Hawks,0,1987-88,10,0,66,30,0,IHL
