assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Oshawa Generals,1,1952-53,4,1,4,19,0,OHA-Jr.
0,Kitchener Greenshirts,0,1953-54,4,0,8,20,0,OHA-Jr.
3,Windsor Bulldogs,1,1954-55,12,4,27,21,0,OHA-Sr.
2,Quebec Aces,0,1956-57,10,2,14,23,0,QHL
1,Quebec Aces,0,1956-57,6,1,6,23,0,Ed-Cup
2,Quebec Aces,0,1957-58,13,2,15,24,0,QHL
1,Providence Reds,0,1959-60,5,1,10,26,0,AHL
1,San Francisco Seals,0,1961-62,2,1,7,28,0,WHL
2,Windsor Bulldogs,0,1962-63,11,2,27,29,0,OHA-Sr.
3,Windsor Bulldogs,0,1962-63,13,3,26,29,0,Al-Cup
2,Windsor Bulldogs,0,1963-64,6,2,8,30,0,IHL
