assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Oshawa Generals,0,1950-51,1,0,4,17,0,OHA-Jr.
13,Oshawa Generals,7,1952-53,56,20,94,19,0,OHA-Jr.
16,Kitchener Greenshirts,3,1953-54,55,19,115,20,0,OHA-Jr.
10,Windsor Bulldogs,2,1954-55,46,12,131,21,0,OHA-Sr.
4,Victoria Cougars,2,1955-56,30,6,69,22,0,WHL
6,Hershey Bears,1,1955-56,41,7,70,22,0,AHL
8,Quebec Aces,4,1956-57,62,12,140,23,0,QHL
5,Quebec Aces,0,1957-58,23,5,49,24,0,QHL
11,Springfield Indians,3,1957-58,43,14,62,24,0,AHL
0,Providence Reds,0,1958-59,2,0,0,25,0,AHL
18,Quebec Aces,1,1958-59,59,19,149,25,0,QHL
27,Providence Reds,4,1959-60,72,31,132,26,0,AHL
8,Providence Reds,0,1960-61,39,8,53,27,0,AHL
1,Kingston Frontenacs,0,1960-61,18,1,27,27,0,EPHL
14,San Francisco Seals,0,1961-62,70,14,122,28,0,WHL
20,Windsor Bulldogs,3,1962-63,33,23,72,29,0,OHA-Sr.
22,Windsor Bulldogs,4,1963-64,68,26,180,30,0,IHL
