game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
4,5,159,0,70,23,1987-88,15,0,29,11,,NHL,18.2,8,21,26,"[{'link': '/awards/voting-1988.html#calder', 'name': 'Calder-6'}]",52,18,,NYR
1,-6,147,0,56,19,1988-89,13,0,24,8,,NHL,16.3,6,22,50,[],43,16,,NYR
4,-3,135,0,76,22,1989-90,12,0,20,13,,NHL,14.8,10,23,30,[],42,7,,TOT
4,-4,111,0,63,18,1989-90,9,0,18,13,,NHL,16.2,9,23,30,[],36,5,,NYR
0,1,24,0,13,4,1989-90,3,0,2,0,,NHL,8.3,1,23,0,[],6,2,,MNS
3,7,133,0,66,18,1990-91,14,0,21,4,,NHL,15.8,4,24,6,[],39,17,,MNS
5,-5,216,0,79,30,1991-92,15,1,36,16,,NHL,16.7,15,25,10,"[{'link': '/awards/voting-1992.html#byng', 'name': 'Byng-9'}, {'link': '/awards/voting-1992.html#selke', 'name': 'Selke-24'}]",66,19,,MNS
6,-20,223,0,83,39,1992-93,18,0,35,13,,NHL,15.7,21,26,6,[],74,22,,MNS
5,-1,190,0,78,44,1993-94,21,0,25,15,,NHL,13.2,23,27,10,[],69,10,,TOT
3,-1,147,0,65,38,1993-94,18,0,19,12,,NHL,12.9,20,27,10,[],57,7,,DAL
2,0,43,0,13,6,1993-94,3,0,6,3,,NHL,14.0,3,27,0,[],12,3,,SJS
4,-2,85,0,46,23,1994-95,14,1,11,4,,NHL,12.9,9,28,11,[],34,6,,SJS
2,-21,103,0,59,12,1995-96,8,0,16,5,,NHL,15.5,4,29,27,[],28,11,,SJS
4,-2,131,0,73,19,1996-97,15,0,14,4,,NHL,10.7,4,30,18,[],33,10,,TOT
1,-11,78,0,43,11,1996-97,8,0,8,3,,NHL,10.3,3,30,8,[],19,5,,SJS
3,9,53,0,30,8,1996-97,7,0,6,1,,NHL,11.3,1,30,10,[],14,5,,CHI
4,11,106,0,75,23,1999-00,21,0,15,5,12:40,NHL,14.2,2,33,8,"[{'link': '/awards/voting-2000.html#byng', 'name': 'Byng-23'}]",38,10,949,WSH
2,11,145,0,73,33,2000-01,27,0,15,6,14:48,NHL,10.3,6,34,6,"[{'link': '/awards/voting-2001.html#byng', 'name': 'Byng-40'}]",48,9,1081,WSH
4,-5,141,0,69,29,2001-02,18,0,23,7,16:09,NHL,16.3,11,35,8,[],52,16,1114,WSH
1,11,100,0,63,20,2002-03,13,0,17,9,13:49,NHL,17.0,7,36,14,"[{'link': '/awards/voting-2003.html#byng', 'name': 'Byng-20'}]",37,8,871,DAL
