year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1908-09,15,4,5,0,0,YCHL,4,Fredericton Capitals,4
1910-11,17,3,13,0,0,NBSHL,6,Fredericton Capitals,3
1911-12,18,2,0,0,0,NBSHL,2,Fredericton Capitals,2
1912-13,19,11,5,0,0,YCHL,5,Fredericton Capitals,11
1912-13,19,3,0,0,0,Exhib.,4,Chatham Ironmen,3
1913-14,20,5,12,0,0,MIHL,3,U. of New Brunswick,5
1913-14,20,4,5,0,0,Exhib.,2,Fredericton Capitals,4
1914-15,21,8,19,0,0,EPHL,8,Sydney Millionaires,8
1917-18,24,8,8,7,0,CBHL,6,Sydney Millionaires,15
1919-20,26,7,0,4,0,CBHL,4,Glace Bay Miners,11
1920-21,27,2,10,0,0,SNBHL,3,Fredericton Capitals,2
