assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1910-11,8,5,5,Cornwall Internationals,17,0,0,LOVHL
0,1911-12,8,5,5,Cornwall Internationals,18,16,0,LOVHL
0,1912-13,9,7,7,Cobalt Mines,19,9,0,CoMHL
0,1913-14,9,13,13,Cobalt Mines,20,11,0,CoMHL
3,1914-15,19,16,13,Toronto Shamrocks,21,18,0,NHA
3,1915-16,22,23,20,Toronto Blueshirts,22,75,0,NHA
2,1916-17,20,21,19,2 Teams,23,35,0,NHA
2,1916-17,14,16,14,Toronto Blueshirts,23,23,0,NHA
0,1916-17,6,5,5,Ottawa Senators,23,12,0,NHA
3,1922-23,21,10,7,Vancouver Maroons,29,3,0,PCHA
3,1924-25,28,18,15,Saskatoon Crescents,31,24,0,WCHL
16,1925-26,30,34,18,Saskatoon Crescents,32,12,0,WHL
2,1926-27,4,2,0,Saskatoon Sheiks,33,0,0,PrHL
6,1927-28,16,21,15,Saskatoon Sheiks,34,10,0,PrHL
1,1928-29,7,1,0,Minneapolis Millers,35,0,0,AHA
7,1928-29,27,18,11,Newark Bulldogs,35,36,0,Can-Am
8,1929-30,48,34,26,Minneapolis Millers,36,22,0,AHA
6,1930-31,28,8,2,Chicago Shamrocks,37,14,0,AHA
