pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Boston University Terriers,17,0,25,ECAC,24,1979-80,20,8
0,Boston University Terriers,2,0,5,ECAC,5,1980-81,21,3
20,Boston University Terriers,13,0,33,ECAC,28,1981-82,22,20
53,Peoria Prancers,51,0,111,IHL,82,1982-83,23,60
0,Colorado Flames,1,0,1,CHL,1,1982-83,23,0
67,Binghamton Whalers,24,0,65,AHL,78,1983-84,24,41
18,Binghamton Whalers,21,0,47,AHL,45,1984-85,25,26
8,United States,1,0,3,WEC-A,9,1984-85,25,2
87,Binghamton Whalers,35,0,88,AHL,75,1985-86,26,53
45,New Haven Nighthawks,38,0,75,AHL,70,1986-87,27,37
9,New Haven Nighthawks,5,0,16,AHL,5,1987-88,28,11
14,United States,3,0,4,WEC-A,10,1988-89,29,1
