pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Dynamo Moscow 2,1,0,1,CIS-3,10,1993-94,17,0
23,Russian Penguins,0,0,0,IHL,8,1993-94,17,0
39,Adirondack Red Wings,2,0,6,AHL,57,1994-95,18,4
97,Adirondack Red Wings,16,0,21,AHL,71,1995-96,19,5
67,Adirondack Red Wings,11,0,13,AHL,62,1996-97,20,2
57,Adirondack Red Wings,15,-23,16,AHL,52,1997-98,21,1
32,Adirondack Red Wings,2,-5,4,AHL,43,1998-99,22,2
52,2 Teams,16,-13,21,AHL,58,2000-01,24,5
16,Cincinnati Mighty Ducks,4,-4,8,AHL,28,2000-01,24,4
36,Louisville Panthers,12,-9,13,AHL,30,2000-01,24,1
10,Metallurg Magnitogorsk,1,0,1,Russia,9,2001-02,25,0
50,Sibir Novosibirsk,8,0,14,Russia-2,31,2001-02,25,6
26,CSKA Moscow,3,0,3,Russia,22,2002-03,26,0
20,2 Teams,10,0,12,Russia,37,2003-04,27,2
4,Severstal Cherepovets,1,0,1,Russia,4,2003-04,27,0
16,SKA St. Petersburg,9,0,11,Russia,33,2003-04,27,2
38,SKA St. Petersburg,8,0,8,Russia,46,2004-05,28,0
22,Leksands IF,1,0,2,Sweden,31,2005-06,29,1
