year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,15,44,22,23,0,Minor-ON,40,Lambton Junior Sting,67
2004-05,16,10,20,15,9,OHL,53,Mississauga IceDogs,25
2005-06,17,18,36,20,-5,OHL,69,2 Teams,38
2005-06,17,6,26,9,-11,OHL,30,Mississauga IceDogs,15
2005-06,17,12,10,11,6,OHL,39,Sault Ste. Marie Greyhounds,23
2006-07,18,34,40,58,7,OHL,68,Sault Ste. Marie Greyhounds,92
2007-08,19,38,30,59,25,OHL,56,Sault Ste. Marie Greyhounds,97
2008-09,20,11,31,26,7,AHL,63,Wilkes-Barre Penguins,37
2009-10,21,24,16,47,16,AHL,77,Wilkes-Barre Penguins,71
2010-11,22,17,8,28,13,AHL,40,Wilkes-Barre Penguins,45
2011-12,23,0,0,1,0,AHL,2,Wilkes-Barre Penguins,1
2012-13,24,11,20,12,0,Austria,20,KHL Medvescak Zagreb (CRO),23
2013-14,25,4,2,6,6,AHL,21,Texas Stars,10
2014-15,26,17,18,24,5,AHL,49,Utica Comets,41
2014-15,26,8,4,15,14,AHL,20,Bridgeport Sound Tigers,23
