pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Toronto Red Wings,26,0,50,GTHL,68,2000-01,14,24
76,Toronto Red Wings,41,0,72,GTHL,65,2001-02,15,31
4,Ottawa 67\'s,10,11,17,OHL,50,2002-03,16,7
76,Ottawa 67\'s,16,-9,36,OHL,59,2003-04,17,20
95,Ottawa 67\'s,32,12,54,OHL,66,2004-05,18,22
60,2 Teams,38,19,83,OHL,67,2005-06,19,45
41,Ottawa 67\'s,22,6,50,OHL,41,2005-06,19,28
19,Windsor Spitfires,16,13,33,OHL,26,2005-06,19,17
66,Norfolk Admirals,15,14,25,AHL,48,2006-07,20,10
52,Rockford IceHogs,20,1,39,AHL,73,2007-08,21,19
60,Rockford IceHogs,8,8,14,AHL,42,2008-09,22,6
58,Rockford IceHogs,15,-6,31,AHL,65,2009-10,23,16
14,Orli Znojmo,18,0,27,Austria,28,2012-13,26,9
23,Rockford IceHogs,16,3,31,AHL,47,2015-16,29,15
4,Charlotte Checkers,3,-1,4,AHL,10,2016-17,30,1
