power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,2009-10,23,0,CHI,53,1,2,3,0,3,9,SC,0.0,0
0,5,4,0,NHL,2010-11,24,2,CHI,65,2,0,4,0,6,10,,33.3,2
1,6,2,1,NHL,2011-12,25,2,CHI,101,0,4,-1,0,14,24,,14.3,1
1,0,17,2,NHL,2012-13,26,9,CHI,353,8,14,11,0,49,82,SC,18.4,8
2,19,10,0,NHL,2013-14,27,7,CHI,309,3,8,1,0,44,85,,15.9,5
0,18,5,0,NHL,2014-15,28,0,CHI,262,5,14,3,0,18,43,SC,0.0,0
