pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Toronto Red Wings,1,0,4,GTHL,5,2000-01,14,3
0,Toronto Red Wings,2,0,4,GTHL,2,2001-02,15,2
12,Ottawa 67\'s,3,8,8,OHL,20,2002-03,16,5
11,Ottawa 67\'s,0,-1,3,OHL,7,2003-04,17,3
32,Ottawa 67\'s,12,3,17,OHL,21,2004-05,18,5
4,Ottawa 67\'s,1,0,1,M-Cup,4,2004-05,18,0
10,Windsor Spitfires,5,-2,10,OHL,7,2005-06,19,5
0,Norfolk Admirals,0,-2,0,AHL,2,2006-07,20,0
11,Rockford IceHogs,3,2,5,AHL,12,2007-08,21,2
4,Rockford IceHogs,2,-1,2,AHL,4,2008-09,22,0
2,Rockford IceHogs,1,1,1,AHL,3,2015-16,29,0
