pim,team,assists,plus_minus,points,league,games_played,year,age,goals
90,Alliston Hornets,34,0,60,ON-Jr.C,45,1977-78,16,26
85,Kingston Canadians,13,0,19,OMJHL,61,1978-79,17,6
52,Kingston Canadians,16,0,33,OMJHL,63,1979-80,18,17
161,2 Teams,40,0,57,OMJHL,69,1980-81,19,17
118,Kingston Canadians,13,0,22,OMJHL,38,1980-81,19,9
43,Brantford Alexanders,27,0,35,OMJHL,31,1980-81,19,8
117,Salt Lake Golden Eagles,32,0,64,CHL,71,1981-82,20,32
140,Salt Lake Golden Eagles,19,0,42,CHL,57,1982-83,21,23
34,Montana Magic,3,0,10,CHL,8,1983-84,22,7
42,Maine Mariners,4,0,9,AHL,9,1986-87,25,5
128,Utica Devils,17,0,30,AHL,71,1989-90,28,13
245,Utica Devils,14,0,33,AHL,68,1990-91,29,19
217,San Diego Gulls,13,0,21,IHL,51,1992-93,31,8
21,Salt Lake Golden Eagles,0,0,0,IHL,2,1993-94,32,0
