assists,year,games_played,points,goals,team,age,pim,plus_minus,league
14,1979-80,43,28,14,Oshawa Legionnaires,16,34,0,ON-Jr.A
0,1979-80,1,0,0,Oshawa Generals,16,2,0,OMJHL
10,1980-81,61,21,11,Oshawa Generals,17,93,0,OMJHL
23,1981-82,66,34,11,Oshawa Generals,18,162,0,OHL
30,1982-83,69,50,20,Oshawa Generals,19,149,0,OHL
14,1983-84,67,30,16,Colorado Flames,20,67,0,CHL
37,1984-85,77,61,24,Moncton Golden Flames,21,63,0,AHL
31,1985-86,76,41,10,Moncton Golden Flames,22,128,0,AHL
22,1986-87,45,32,10,Moncton Golden Flames,23,57,0,AHL
10,1987-88,8,12,2,Newmarket Saints,24,8,0,AHL
35,1989-90,66,43,8,2 Teams,26,156,0,AHL
10,1989-90,16,12,2,New Haven Nighthawks,26,38,0,AHL
25,1989-90,50,31,6,Rochester Americans,26,118,0,AHL
25,1990-91,64,34,9,Rochester Americans,27,121,0,AHL
12,1991-92,18,22,10,HC Alleghe,28,74,0,Alpenliga
16,1991-92,18,22,6,HC Alleghe,28,36,0,Italy
64,1992-93,79,82,18,San Diego Gulls,29,181,0,IHL
50,1993-94,80,70,20,San Diego Gulls,30,163,0,IHL
1,1994-95,6,2,1,Canada,31,6,0,WC-A
57,1994-95,78,77,20,2 Teams,31,152,0,IHL
8,1994-95,14,9,1,Detroit Vipers,31,18,0,IHL
49,1994-95,64,68,19,Cleveland Lumberjacks,31,134,0,IHL
46,1995-96,79,59,13,Cincinnati Cyclones,32,96,0,IHL
31,1996-97,74,45,14,2 Teams,33,97,0,IHL
15,1996-97,44,24,9,Manitoba Moose,33,42,0,IHL
16,1996-97,30,21,5,Cincinnati Cyclones,33,55,0,IHL
25,1997-98,57,30,5,3 Teams,34,47,-11,IHL
7,1997-98,15,7,0,Manitoba Moose,34,16,2,IHL
9,1997-98,31,13,4,Quebec Rafales,34,27,-10,IHL
9,1997-98,11,10,1,Cleveland Lumberjacks,34,4,-3,IHL
