assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1980-81,8,2,1,Oshawa Generals,17,19,0,OMJHL
4,1981-82,12,7,3,Oshawa Generals,18,49,0,OHL
7,1982-83,17,14,7,Oshawa Generals,19,36,0,OHL
3,1982-83,5,5,2,Oshawa Generals,19,14,0,M-Cup
1,1983-84,6,2,1,Colorado Flames,20,2,0,CHL
1,1985-86,6,1,0,Moncton Golden Flames,22,0,0,AHL
1,1986-87,5,3,2,Moncton Golden Flames,23,19,0,AHL
6,1989-90,17,11,5,Rochester Americans,26,59,0,AHL
4,1990-91,15,7,3,Rochester Americans,27,76,0,AHL
6,1991-92,9,6,0,HC Alleghe,28,10,0,Italy
11,1992-93,14,14,3,San Diego Gulls,29,77,0,IHL
1,1993-94,9,3,2,San Diego Gulls,30,8,0,IHL
4,1994-95,4,4,0,Cleveland Lumberjacks,31,10,0,IHL
6,1995-96,16,7,1,Cincinnati Cyclones,32,35,0,IHL
7,1997-98,9,10,3,Cleveland Lumberjacks,34,8,0,IHL
