age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,12.5,2,3,-3,NHL,6,0,1992-93,0,24,3,,1,2,,QUE,6
25,,26.7,2,1,-4,NHL,6,1,1994-95,1,15,4,,1,0,,QUE,5
26,SC,18.4,0,16,10,NHL,0,0,1995-96,0,0,0,,0,14,,COL,0
27,,16.0,5,0,5,NHL,17,0,1996-97,0,50,8,,3,14,,COL,25
28,,8.3,1,3,0,NHL,6,1,1997-98,2,24,2,,0,6,,COL,5
29,,10.7,4,13,-2,NHL,19,1,1998-99,1,56,6,475,1,8,,COL,19
30,,4.2,0,7,-5,NHL,17,0,1999-00,0,48,2,405,2,8,,COL,9
31,SC,16.5,8,13,6,NHL,21,0,2000-01,0,79,0,452,0,6,,COL,0
32,,11.8,5,10,-2,NHL,21,0,2001-02,1,76,9,477,0,4,,COL,19
33,,23.1,4,3,1,NHL,7,0,2002-03,1,26,6,157,2,2,,COL,9
34,,20.0,5,5,0,NHL,11,1,2003-04,2,35,7,234,1,8,,COL,12
36,,19.0,3,5,-1,NHL,9,0,2005-06,1,21,4,195,1,6,,COL,9
38,,6.7,2,8,-7,NHL,10,0,2007-08,1,30,2,191,0,0,46,COL,10
