giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,3,0,21,0,0,3,0,0,0,18,PHI,0,0,[],0.0,0,0,0,0,0,0,2002-03,0,5:59,0,2,0,0
0,NHL,41,1,22,0,0,44,7,0,0,407,PHI,0,0,[],11.4,5,2,-3,5,0,0,2003-04,0,9:56,0,55,0,2
0,NHL,72,5,24,0,0,144,31,0,4,986,TOT,0,0,[],9.7,12,17,5,14,0,1,2005-06,0,13:41,1,46,0,13
0,NHL,22,3,24,0,0,33,8,0,0,170,PHI,0,0,[],15.2,4,3,4,5,0,0,2005-06,0,7:43,1,10,0,3
0,NHL,50,2,24,0,0,111,23,0,4,816,CHI,0,0,[],8.1,8,14,1,9,0,1,2005-06,0,16:19,0,36,0,10
0,NHL,80,1,25,0,0,160,35,0,0,1366,CHI,0,0,[],12.5,12,15,-15,20,0,3,2006-07,0,17:04,5,74,1,14
22,NHL,80,7,26,289,329,209,62,50,5,1502,CHI,44,51.3,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-4'}]",17.2,20,26,23,36,305,0,2007-08,27,18:47,9,55,2,19
18,NHL,61,4,27,307,296,184,44,44,9,1095,CHI,22,45.7,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",14.1,17,18,6,26,258,0,2008-09,21,17:57,9,41,1,8
33,NHL,82,4,28,225,438,266,66,45,12,1486,CHI,51,51.7,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-13'}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-24'}]",9.4,19,41,24,25,241,2,2009-10,24,18:07,4,28,1,28
23,NHL,74,6,29,264,476,268,71,76,14,1437,CHI,64,48.0,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2011.html#selke', 'name': 'Selke-40'}]",12.7,20,37,-1,34,244,2,2010-11,26,19:25,12,38,1,22
29,NHL,74,8,30,152,483,282,69,80,10,1473,CHI,55,47.8,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2012.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2012.html#selke', 'name': 'Selke-10'}]",11.7,25,36,28,33,139,1,2011-12,18,19:54,7,38,0,26
14,NHL,28,1,31,22,166,88,20,26,6,527,CHI,14,64.5,[],6.8,5,14,8,6,40,0,2012-13,12,18:50,1,14,0,8
25,NHL,82,3,32,69,546,313,78,55,15,1549,CHI,41,54.6,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2014.html#hart', 'name': 'Hart-20'}]",10.9,24,44,13,34,83,0,2013-14,27,18:53,10,40,0,29
25,NHL,68,2,33,55,413,230,43,74,6,1143,CHI,38,49.1,"[{'link': '/awards/voting-2015.html#byng', 'name': 'Byng-38'}]",7.0,8,27,-8,16,53,0,2014-15,15,16:49,8,33,0,21
46,NHL,76,6,34,17,406,226,55,76,17,1339,DAL,51,48.5,"[{'link': '/awards/voting-2016.html#byng', 'name': 'Byng-46'}]",8.8,13,35,-3,20,16,0,2015-16,24,17:37,7,27,0,18
21,NHL,48,0,35,32,261,146,18,24,0,765,DAL,16,47.5,[],5.5,6,10,-22,8,29,1,2016-17,24,15:57,1,31,0,10
