shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1944-45,44,0,,0,0,0,0,0,16,CBH,20,21,0,NHL,0,,0,36,[],0
0,1945-46,34,0,,0,0,0,0,0,21,CBH,20,22,0,NHL,0,,0,41,[],0
0,1946-47,71,0,,0,0,0,0,0,19,TOT,16,23,0,NHL,0,,56,35,[],0
0,1946-47,12,0,,0,0,0,0,0,6,CBH,4,23,0,NHL,0,,18,10,[],0
0,1946-47,59,0,,0,0,0,0,0,13,DET,12,23,0,NHL,0,,38,25,[],0
0,1947-48,44,0,,0,0,0,0,0,17,DET,12,24,0,NHL,0,,50,29,[],0
0,1948-49,46,0,,0,0,0,0,0,16,DET,14,25,0,NHL,0,,0,30,[],0
0,1949-50,22,0,,0,0,0,0,0,5,BOS,5,26,0,NHL,0,,34,10,[],0
0,1950-51,57,0,,0,0,0,0,0,13,BOS,10,27,0,NHL,0,,66,23,[],0
0,1951-52,22,0,,0,0,0,0,0,11,CBH,9,28,0,NHL,0,,60,20,[],0
