assists,team,goals,year,games_played,points,pim,age,plus_minus,league
30,Atlantic City Sea Gulls,24,1941-42,59,54,66,18,0,EAHL
20,3 Teams,25,1942-43,60,45,58,19,0,AHL
1,Washington Lions,1,1942-43,1,2,2,19,0,AHL
8,Providence Reds,8,1942-43,16,16,18,19,0,AHL
11,Cleveland Barons,16,1942-43,43,27,38,19,0,AHL
29,Cleveland Barons,34,1943-44,54,63,29,20,0,AHL
8,Sault Ste. Marie Indians,4,1952-53,19,12,18,29,0,NOHA
5,Sudbury Wolves,3,1953-54,12,8,25,30,0,NOHA
18,Sudbury Wolves,18,1954-55,38,36,42,31,0,NOHA
24,Sault Ste. Marie Indians,12,1955-56,36,36,30,32,0,NOHA
20,Sault Ste. Marie Indians,22,1956-57,47,42,91,33,0,NOHA
7,Louisville Rebels,6,1957-58,15,13,69,34,0,IHL
4,Chatham Maroons,7,1957-58,15,11,34,34,0,OHA-Sr.
1,Charlotte Clippers,1,1959-60,15,2,22,36,0,EHL
